1.000000	4.156250	
2.000000	3.541667	
3.000000	3.031250	
4.000000	4.250000	
5.000000	3.135417	
6.000000	3.822917	
7.000000	4.218750	
8.000000	3.822917	
9.000000	3.729167	
10.000000	3.145833	
11.000000	3.750000	
12.000000	3.437500	
13.000000	3.333333	
14.000000	3.166667	
15.000000	2.635417	
16.000000	3.781250	
17.000000	3.635417	
18.000000	3.260417	
19.000000	3.354167	
20.000000	2.281250	
21.000000	2.770833	
22.000000	2.614583	
23.000000	1.989583	
24.000000	3.135417	
25.000000	2.895833	
26.000000	2.833333	
27.000000	2.791667	
28.000000	2.020833	
29.000000	3.229167	
30.000000	3.302083	
31.000000	3.364583	
32.000000	2.322917	
33.000000	2.541667	
34.000000	2.791667	
35.000000	2.052083	
36.000000	2.395833	
37.000000	1.177083	
38.000000	1.510417	
39.000000	2.104167	
40.000000	2.989583	
41.000000	3.635417	
42.000000	4.062500	
43.000000	4.354167	
44.000000	4.270833	
1.000000	3.520833	
2.000000	2.843750	
3.000000	2.302083	
4.000000	3.385417	
5.000000	2.687500	
6.000000	3.187500	
7.000000	3.562500	
8.000000	3.281250	
9.000000	3.270833	
10.000000	2.687500	
11.000000	3.166667	
12.000000	2.906250	
13.000000	2.635417	
14.000000	2.937500	
15.000000	2.239583	
16.000000	3.291667	
17.000000	3.187500	
18.000000	2.625000	
19.000000	2.781250	
20.000000	2.281250	
21.000000	2.281250	
22.000000	2.375000	
23.000000	1.791667	
24.000000	2.520833	
25.000000	2.322917	
26.000000	2.333333	
27.000000	2.333333	
28.000000	1.750000	
29.000000	2.750000	
30.000000	2.625000	
31.000000	2.531250	
32.000000	2.322917	
33.000000	2.072917	
34.000000	2.604167	
35.000000	1.697917	
36.000000	1.729167	
37.000000	1.104167	
38.000000	1.416667	
39.000000	2.239583	
40.000000	3.020833	
41.000000	3.510417	
42.000000	3.718750	
43.000000	3.677083	
44.000000	3.802083	
1.000000	3.520833	
2.000000	2.843750	
3.000000	2.302083	
4.000000	3.385417	
5.000000	2.687500	
6.000000	3.187500	
7.000000	3.562500	
8.000000	3.281250	
9.000000	3.270833	
10.000000	2.687500	
11.000000	3.166667	
12.000000	2.906250	
13.000000	2.635417	
14.000000	2.937500	
15.000000	2.239583	
16.000000	3.291667	
17.000000	3.187500	
18.000000	2.625000	
19.000000	2.781250	
20.000000	2.281250	
21.000000	2.281250	
22.000000	2.375000	
23.000000	1.791667	
24.000000	2.520833	
25.000000	2.322917	
26.000000	2.333333	
27.000000	2.333333	
28.000000	1.750000	
29.000000	2.750000	
30.000000	2.625000	
31.000000	2.531250	
32.000000	2.322917	
33.000000	2.072917	
34.000000	2.604167	
35.000000	1.697917	
36.000000	1.729167	
37.000000	1.104167	
38.000000	1.416667	
39.000000	2.239583	
40.000000	3.020833	
41.000000	3.510417	
42.000000	3.718750	
43.000000	3.677083	
44.000000	3.802083	
1.000000	4.208333	
2.000000	3.864583	
3.000000	3.583333	
4.000000	3.875000	
5.000000	3.145833	
6.000000	3.510417	
7.000000	3.145833	
8.000000	2.843750	
9.000000	2.927083	
10.000000	2.760417	
11.000000	3.489583	
12.000000	2.906250	
13.000000	2.770833	
14.000000	3.104167	
15.000000	2.229167	
16.000000	3.447917	
17.000000	2.906250	
18.000000	2.739583	
19.000000	2.906250	
20.000000	2.687500	
21.000000	3.750000	
22.000000	3.364583	
23.000000	3.156250	
24.000000	2.302083	
25.000000	3.125000	
26.000000	2.822917	
27.000000	2.635417	
28.000000	1.916667	
29.000000	3.458333	
30.000000	2.875000	
31.000000	2.385417	
