1.000000	33.000000	0.229569	-31.252180	0.000000	1.368760	2.543556	0.372371	0.328750	3.976309	0.723237	0.812293	14.697954	8.005393	2.893466	0.000000	0.000000	0.000000	0.000000	0.000000	2.945586	0.154303	0.154303	34.844663	4.422728	0.039072	49.727257	0.000000	-80.979437	0.528474	11.744795	0.030019	50.220645	105210.813900	0.157527	0.157527	40.000000	11.344969	28.807453	31.813175	0.000000	0.000000	0.000000	0.000000	
1.000000	34.000000	0.682507	-31.622311	0.000000	0.846728	3.038022	0.328565	0.357873	4.630814	0.472318	1.017368	10.246951	5.721203	1.495833	2.000000	674029.937300	0.000000	0.000000	0.000000	3.951621	0.238587	0.238587	32.024686	3.663380	0.039678	49.470253	0.000000	-81.092564	0.496177	10.896829	0.066041	13.766245	22.802607	0.130355	0.130355	40.000000	10.290741	26.028986	33.008956	0.000000	0.000000	0.000000	0.000000	
0.000000	68.000000	0.217850	-31.701076	0.000000	0.408459	3.914345	0.193761	0.523207	4.458035	0.677520	4.227439	10.002272	4.419627	0.833520	0.000000	0.000000	0.000000	0.000000	0.000000	4.374690	-0.039568	0.039568	41.546174	4.765275	0.041303	50.088417	0.000000	-81.789493	0.500697	13.685878	0.054034	14.983664	30.504054	0.138937	0.138937	40.000000	8.686069	24.213740	29.953442	0.000000	0.000000	0.000000	0.000000	
0.000000	76.000000	0.547979	-31.721278	0.000000	0.474030	5.869567	0.151623	0.367232	5.162088	0.688732	4.303058	6.152816	4.442365	0.771227	0.000000	0.000000	0.000000	0.000000	0.000000	9.839840	-0.842411	0.842411	33.684627	4.065817	0.040823	47.353278	0.000000	-79.074556	0.473365	10.489230	0.018011	15.579080	35.133329	0.167420	0.167420	40.000000	8.639754	24.305085	28.282741	0.000000	0.000000	0.000000	0.000000	
0.000000	68.000000	0.217850	-31.701076	0.000000	0.408459	3.914345	0.193761	0.523207	4.458035	0.677520	4.227439	10.002272	4.419627	0.833520	0.000000	0.000000	0.000000	0.000000	0.000000	4.374690	-0.039568	0.039568	41.546174	4.765275	0.041303	50.088417	0.000000	-81.789493	0.500697	13.685878	0.054034	14.983664	30.504054	0.138937	0.138937	40.000000	8.686069	24.213740	29.953442	0.000000	0.000000	0.000000	0.000000	
0.000000	76.000000	0.547979	-31.721278	0.000000	0.474030	5.869567	0.151623	0.367232	5.162088	0.688732	4.303058	6.152816	4.442365	0.771227	0.000000	0.000000	0.000000	0.000000	0.000000	9.839840	-0.842411	0.842411	33.684627	4.065817	0.040823	47.353278	0.000000	-79.074556	0.473365	10.489230	0.018011	15.579080	35.133329	0.167420	0.167420	40.000000	8.639754	24.305085	28.282741	0.000000	0.000000	0.000000	0.000000	
1.000000	31.000000	0.361780	-32.357190	0.000000	1.405614	3.306822	0.257227	0.465035	2.857916	0.688120	1.553884	12.271919	6.640737	1.986443	0.000000	0.000000	0.000000	0.000000	0.000000	1.894900	-0.208527	0.208527	38.422599	4.688505	0.038612	46.177167	0.000000	-78.534357	0.556738	10.241362	0.030019	20.515437	111.601384	0.156696	0.156696	40.000000	11.127839	29.125000	30.883453	0.000000	0.000000	0.000000	0.000000	
16.000000	34.000000	0.193560	-32.080322	2.532833	1.032429	2.938598	0.229473	0.443167	2.993310	0.628053	0.756442	12.799294	6.013910	2.861641	3.000000	120734.542100	0.000000	0.000000	0.000000	2.185190	-0.286423	0.286423	41.547749	4.570962	0.038743	44.951844	0.000000	-77.032167	0.600692	11.284817	0.096060	19.623584	90.697690	0.104138	0.104138	40.000000	11.236896	28.281081	31.688401	0.000000	0.000000	0.000000	0.000000	
0.000000	76.000000	0.547979	-31.721278	0.000000	0.474030	5.869567	0.151623	0.367232	5.162088	0.688732	4.303058	6.152816	4.442365	0.771227	0.000000	0.000000	0.000000	0.000000	0.000000	9.839840	-0.842411	0.842411	33.684627	4.065817	0.040823	47.353278	0.000000	-79.074556	0.473365	10.489230	0.018011	15.579080	35.133329	0.167420	0.167420	40.000000	8.639754	24.305085	28.282741	0.000000	0.000000	0.000000	0.000000	
1.000000	31.000000	0.361780	-32.357190	0.000000	1.405614	3.306822	0.257227	0.465035	2.857916	0.688120	1.553884	12.271919	6.640737	1.986443	0.000000	0.000000	0.000000	0.000000	0.000000	1.894900	-0.208527	0.208527	38.422599	4.688505	0.038612	46.177167	0.000000	-78.534357	0.556738	10.241362	0.030019	20.515437	111.601384	0.156696	0.156696	40.000000	11.127839	29.125000	30.883453	0.000000	0.000000	0.000000	0.000000	
