1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	10.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	30.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
1.000000	50.000000	
